_id,name,description,difficultyLevel,duration,bestTimeToDo,labels[0].id,notes,createdAt,updatedAt
68f44ae7e7a0fc520030fb6e,Glass-Bottom Boat Ride,Glide over coral reefs on a glass-bottom boat at Havelock Island. Watch marine life swim beneath your feet through clear panels — a safe and exciting way to explore the ocean without getting wet.,,,October to May,68e5e54021c4af9b4a754987,"State: Andaman and Nicobar Islands, City: Havelock Island (Swaraj Dweep)",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb6f,Birdwatching & Wildlife Safari,Join a guided beach walk at Cuthbert Bay Sanctuary to witness turtle nesting and coastal wildlife. The serene environment and expert-led safari make it ideal for nature lovers and photographers.,,,December to March,68e5e54021c4af9b4a754987,"State: Andaman and Nicobar Islands, City: Cuthbert Bay Wildlife Sanctuary",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb70,Kayaking in Mangroves,"Paddle through tranquil mangrove creeks of Havelock Island on a guided kayaking tour. Choose between peaceful day rides or enchanting night tours under the starlit sky, surrounded by nature’s silence.",,,October to May,68d90c36fc0c58520c6cf20d,"State: Andaman and Nicobar Islands, City: Havelock Island (Swaraj Dweep)",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb71,Scuba Diving,Plunge into the turquoise waters of Havelock Island for an unforgettable scuba diving experience. Explore rich coral reefs teeming with marine life and enjoy expert guidance in one of India’s best diving destinations.,,,October to April,68d90c36fc0c58520c6cf20d,"State: Andaman and Nicobar Islands, City: Havelock Island (Swaraj Dweep)",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb72,Yoga Retreat,Rejuvenate your body and mind with yoga sessions at Havelock Island’s peaceful beaches. The sound of waves and tropical air create a soothing environment for relaxation and mindfulness.,,,November to March,68f1c03170888f8a3ddf2efc,"State: Andaman and Nicobar Islands, City: Havelock Island (Swaraj Dweep)",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb73,Game Fishing Excursion,"Set out from Port Blair on an exciting game fishing trip across the Andaman Sea. Cast your line in deep waters and experience the thrill of catching tuna, barracuda, or mahi-mahi amid pristine surroundings.",,,November to March,68d90c36fc0c58520c6cf20d,"State: Andaman and Nicobar Islands, City: Port Blair",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb74,Overnight Beach Camping,"Spend a magical night camping on Neil Island’s beaches under a canopy of stars. Bonfires, gentle waves, and island meals make this experience unforgettable for those who love the outdoors.",,,November to February,68e5e54021c4af9b4a754987,"State: Andaman and Nicobar Islands, City: Neil Island (Shaheed Dweep)",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb75,Sea Walking,"Step into the marine world at Neil Island with a guided sea walk. Surrounded by colorful fish and corals, this easy underwater adventure is perfect for those seeking an up-close experience with ocean life.",,,October to April,68d90c36fc0c58520c6cf20d,"State: Andaman and Nicobar Islands, City: Neil Island (Shaheed Dweep)",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb76,Sea Walking,"Take a unique underwater stroll along the sea floor at Havelock Island. Wearing a special helmet, walk among schools of fish and corals while breathing naturally — a magical experience without needing to swim or dive.",,,October to April,68d90c36fc0c58520c6cf20d,"State: Andaman and Nicobar Islands, City: Havelock Island (Swaraj Dweep)",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb77,Overnight Beach Camping,Unwind with an overnight camping experience at Cuthbert Bay’s secluded shores. Enjoy a peaceful evening by the bonfire as the sound of waves and starry skies complete the island charm.,,,November to February,68d90c36fc0c58520c6cf20d,"State: Andaman and Nicobar Islands, City: Cuthbert Bay Wildlife Sanctuary",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb78,Mangrove Walk & Boat Ride,Wander along Rangat’s wooden mangrove walkway and enjoy a short guided boat ride through winding creeks. The calm waters and lush green canopy create a refreshing eco-experience.,,,November to March,68e5e54021c4af9b4a754987,"State: Andaman and Nicobar Islands, City: Rangat",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb79,Jet Ski & Bumper Ride,"Zoom across the sparkling waters of Havelock Island on a jet ski or experience an exciting bumper ride. These quick adventures promise fun, laughter, and sea spray under the tropical sun.",,,October to May,68d90c36fc0c58520c6cf20d,"State: Andaman and Nicobar Islands, City: Havelock Island (Swaraj Dweep)",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb7a,Beach Water Sports,"Dive into adventure at Visakhapatnam’s RK Beach with exciting water sports like jet skiing, parasailing, and banana boat rides. The golden sands and sparkling Bay of Bengal make it the perfect setting for a day of fun and thrill by the sea.",,,October to May,68d90c36fc0c58520c6cf20d,"State: Andhra Pradesh, City: Visakhapatnam",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb7b,Flamingo Birding Tour,Embark on a guided birding tour through Nellore’s wetlands to witness flocks of flamingos and other migratory species. This peaceful nature experience is perfect for wildlife photographers and bird enthusiasts alike.,,,November to March,68e5e54021c4af9b4a754987,"State: Andhra Pradesh, City: Nellore",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb7c,Vijayawada River Cruise,"Enjoy a peaceful cruise along the Krishna River in Vijayawada, passing scenic ghats and temples. The ride offers a relaxing perspective of the city and its riverfront, ideal for evening sightseeing or family outings.",,,October to March,68f389c75b1a905ca48c898e,"State: Andhra Pradesh, City: Vijayawada",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb7d,Prakasam Barrage Water Sports,"Experience adventure on the Krishna River near Prakasam Barrage with activities like kayaking, paddle boating, and speedboat rides. It’s a refreshing way to combine thrill and scenic views in the heart of Vijayawada.",,,October to May,68e5e54021c4af9b4a754986,"State: Andhra Pradesh, City: Vijayawada",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb7e,Mangrove Safari,Explore the Coringa Wildlife Sanctuary near Kakinada on a motorboat safari through dense mangrove forests. Spot migratory birds and rare aquatic life as you glide through the tranquil waterways of this eco-rich habitat.,,,November to March,68e5e54021c4af9b4a754987,"State: Andhra Pradesh, City: Kakinada",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb7f,Scuba Diving,"Explore the underwater world off Rushikonda Beach through guided scuba diving sessions. Encounter colorful corals and marine life as you dive into the serene blue waters of the Bay of Bengal, perfect for beginners and enthusiasts alike.",,,October to April,68d90c36fc0c58520c6cf20d,"State: Andhra Pradesh, City: Visakhapatnam",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb80,Yoga & Ayurveda Day Retreat,"Rejuvenate body and mind at a serene day retreat in Visakhapatnam. Enjoy guided yoga sessions, meditation, and traditional Ayurvedic massages designed to restore balance and inner peace by the sea.",,,Year-round,68f1c03170888f8a3ddf2efc,"State: Andhra Pradesh, City: Visakhapatnam",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb81,Godavari Houseboat Cruise,"Set sail on the tranquil waters of the Godavari River aboard a scenic houseboat. Whether for a day trip or overnight stay, the cruise offers serene landscapes, delicious local cuisine, and glimpses of village life along the riverbanks.",,,October to March,68f389c75b1a905ca48c898e,"State: Andhra Pradesh, City: Rajahmundry",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb82,Beach Camping,"Spend a starry night on Srikakulam’s pristine beaches with a cozy tent stay, bonfire, and local seafood dinner. The gentle sea breeze and rhythmic waves create the perfect coastal escape for nature lovers.",,,November to February,68e5e54021c4af9b4a754987,"State: Andhra Pradesh, City: Srikakulam",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb83,Borra Caves Entry & Guide,"Step into the ancient limestone Borra Caves and discover fascinating stalactite and stalagmite formations illuminated by soft lights. A professional guide reveals the cave’s myths, geology, and natural beauty hidden deep in the Araku Valley hills.",,,October to March,68e5e54021c4af9b4a754987,"State: Andhra Pradesh, City: Visakhapatnam",2025-10-19T02:20:23.500Z,2025-10-19T02:20:23.500Z
68f44ae7e7a0fc520030fb84,Adventure Park Entry,"Test your limits at Rajahmundry’s adventure park featuring rope courses, wall climbing, and ziplines. The park offers fun-filled challenges for all ages in a lush riverside setting, perfect for families and groups.",,,October to May,68d90c36fc0c58520c6cf20d,"State: Andhra Pradesh, City: Rajahmundry",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb85,Hill Trekking at Horsley Hills,"Trek through the scenic Horsley Hills near Chittoor, surrounded by lush forests and panoramic valley views. The cool climate and well-marked trails make it a rewarding experience for both beginners and seasoned hikers.",,,October to April,68d90c36fc0c58520c6cf20d,"State: Andhra Pradesh, City: Chittoor",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb86,Heritage Walking Tour,"Uncover the cultural charm of Tirupati through a guided heritage walk covering ancient temples, local markets, and traditional craft villages. The tour offers a meaningful glimpse into the town’s spiritual and artistic heritage beyond its famous shrine.",,,October to March,68e5e54021c4af9b4a754983,"State: Andhra Pradesh, City: Tirupati",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb87,Amaravati Stupa Cultural Walk,"Walk through the historic Amaravati Stupa complex with a knowledgeable guide, exploring its Buddhist relics and ancient carvings. The serene atmosphere and river backdrop make it a deeply spiritual and educational experience.",,,October to March,68e5e54021c4af9b4a754986,"State: Andhra Pradesh, City: Amaravati",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb88,River Angling Expedition,Cast your line into the clear waters of the Siyom and Sipu rivers on a guided angling expedition. The tranquil surroundings and abundant fish species make this a perfect getaway for nature and adventure enthusiasts.,,,November to March,68f389c75b1a905ca48c898e,"State: Arunachal Pradesh, City: Along (Aalo)",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb89,City Cycling Tour,"Cycle through Naharlagun’s scenic routes that weave between town streets and lush countryside. This guided tour offers a refreshing way to explore everyday life, local markets, and hilly surroundings.",,,October to March,68f389c75b1a905ca48c898e,"State: Arunachal Pradesh, City: Naharlagun",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb8a,Heritage Walking Tour,"Discover the rich cultural heritage of Itanagar on a guided walking tour through its ancient fort ruins and state museum. The experience offers insights into tribal history, traditional architecture, and the evolving story of Arunachal’s capital city.",,,October to March,68e5e54021c4af9b4a754983,"State: Arunachal Pradesh, City: Itanagar",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb8b,Sela Pass Snow Safari,"Embark on an exhilarating 4×4 snow safari through the breathtaking Sela Pass region. The guided ride takes travelers across frozen lakes and dramatic snowfields, offering a rare opportunity to experience the high-altitude beauty of the Eastern Himalayas.",,,November to April,68f389c75b1a905ca48c898e,"State: Arunachal Pradesh, City: Tawang",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb8c,White-Water Rafting,"Enjoy an exciting white-water rafting session on the Siyom River near Aalo. Surrounded by forested hills and tribal villages, the experience blends scenic tranquility with a dash of adventure.",,,November to March,68d90c36fc0c58520c6cf20d,"State: Arunachal Pradesh, City: Along (Aalo)",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb8d,Tawang Ropeway Cable Car,"Glide above the picturesque Tawang valley on a scenic ropeway that connects the town with its famous monastery. The ride offers stunning aerial views of snow-capped peaks, colorful prayer flags, and serene landscapes that define Arunachal’s mountain charm.",,,April to November,68d90c36fc0c58520c6cf20d,"State: Arunachal Pradesh, City: Tawang",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb8e,Tribal Festival Tours,"Immerse yourself in the vibrant traditions of Aalo during festivals like Mopin and Yomgo. The cultural tours showcase local dance, music, and rituals that celebrate community spirit and tribal identity.",,,March to April,68e5e54021c4af9b4a754986,"State: Arunachal Pradesh, City: Along (Aalo)",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb8f,Ziro Valley Music Festival Pass,"Join the iconic Ziro Music Festival, where independent artists perform amid scenic rice fields and misty hills. The multi-day event combines music, camping, and local culture for an unforgettable celebration of art and nature.",,,October,68e5e54021c4af9b4a754986,"State: Arunachal Pradesh, City: Ziro",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb90,Siang River Rafting,"Navigate thrilling Grade III–IV rapids on the mighty Siang River in Pasighat. Surrounded by lush forests and tribal villages, this rafting adventure offers both adrenaline and awe-inspiring Himalayan scenery.",,,November to March,68e5e54021c4af9b4a754987,"State: Arunachal Pradesh, City: Pasighat",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb91,Ziro Valley Cycling Expedition,"Pedal through the enchanting landscapes of Ziro Valley, passing rice fields, pine groves, and Apatani tribal villages. This guided cycling experience blends adventure with culture, showcasing the valley’s pristine beauty and traditional way of life.",,,October to March,68d90c36fc0c58520c6cf20d,"State: Arunachal Pradesh, City: Ziro",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb92,Daying Ering Sanctuary Boat Safari,"Set out on a tranquil boat safari through Daying Ering Wildlife Sanctuary, home to migratory birds, deer, and river dolphins. The experience offers peaceful immersion in nature’s rhythm along the Siang’s backwaters.",,,November to March,68e5e54021c4af9b4a754987,"State: Arunachal Pradesh, City: Pasighat",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb93,Paragliding,Soar over Bomdila’s rolling hills and valleys on a tandem paragliding flight. The experience combines breathtaking aerial views with the thrill of free flight amid crisp mountain air and panoramic Himalayan vistas.,,,October to April,68d90c36fc0c58520c6cf20d,"State: Arunachal Pradesh, City: Bomdila",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb94,Apatani Homestay,"Stay with Apatani families in traditional bamboo homes and experience their warm hospitality, unique customs, and farm-fresh meals. This cultural stay offers deep insight into Ziro’s community-driven lifestyle and sustainable traditions.",,,October to March,68e5e54021c4af9b4a754986,"State: Arunachal Pradesh, City: Ziro",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb95,Pasighat Tea Garden Tour,Stroll through picturesque tea gardens in Pasighat and learn about Assam-style tea cultivation. The tour concludes with a tasting session where you can savor the region’s fresh and aromatic brews.,,,October to March,68f1c03170888f8a3ddf2efc,"State: Arunachal Pradesh, City: Pasighat",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb96,Mehao Lake Trek & Camping,Trek through dense forests to reach the pristine Mehao Lake and spend the night camping under starry skies. This serene adventure blends natural beauty with the thrill of outdoor exploration.,,,October to April,68f1c03170888f8a3ddf2efc,"State: Arunachal Pradesh, City: Roing",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb97,Bomdila Orchid Centre Entry,"Wander through the vibrant Bomdila Orchid Centre, home to hundreds of rare and colorful orchid species. The serene atmosphere and floral diversity make it a must-visit for nature and photography lovers.",,,October to April,68e5e54021c4af9b4a754987,"State: Arunachal Pradesh, City: Bomdila",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb98,White-Water Rafting,"Brace yourself for an adrenaline-filled rafting experience on the rapids of Haflong Hills. This adventure blends thrill and natural beauty, taking you through scenic valleys and crystal-clear hill streams.",,,October to March,68d90c36fc0c58520c6cf20d,"State: Assam, City: Haflong",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb99,Wildlife Photography Tours,"Capture the essence of Kaziranga’s wilderness on a guided wildlife photography tour. Led by experts, these safaris offer perfect opportunities to photograph rhinos, elephants, and vibrant birdlife in their natural surroundings.",,,November to April,68e5e54021c4af9b4a754987,"State: Assam, City: Kaziranga",2025-10-19T02:20:23.501Z,2025-10-19T02:20:23.501Z
68f44ae7e7a0fc520030fb9a,Tezpur Heritage Walk,"Discover Tezpur’s ancient temples, ruins, and legends on a guided heritage walk. The city’s mythology-rich landscapes and historic architecture make for an inspiring journey through Assam’s cultural roots.",,,October to March,68e5e54021c4af9b4a754983,"State: Assam, City: Tezpur",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fb9b,Jeep Safari,"Embark on a thrilling jeep safari across Kaziranga National Park’s forested ranges. Ideal for wildlife lovers and photographers, this tour lets you witness elephants, rhinos, and diverse birdlife in their natural habitat under expert forest guides.",,,November to April,68d90c36fc0c58520c6cf20d,"State: Assam, City: Kaziranga",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fb9c,Elephant Safari,"Experience Kaziranga’s wildlife up close on a guided elephant safari through misty grasslands. Early morning rides offer the best chance to spot the one-horned rhinoceros, wild buffalo, and deer, making it an unforgettable adventure in the heart of Assam’s wilderness.",,,November to April,68d90c36fc0c58520c6cf20d,"State: Assam, City: Kaziranga",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fb9d,Heritage Cycling Tours,"Explore Sivasagar’s ancient Ahom monuments on a guided cycling tour. Pedal past grand temples, palaces, and tanks while soaking in the charm of Assam’s glorious history and rural beauty.",,,October to March,68e5e54021c4af9b4a754983,"State: Assam, City: Sivasagar",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fb9e,Haflong Lake Boating,"Glide across the serene waters of Haflong Lake surrounded by rolling hills. Paddle or motorboat rides offer peaceful moments amid the region’s lush greenery and cool mountain air, perfect for a relaxing retreat.",,,October to May,68f389c75b1a905ca48c898e,"State: Assam, City: Haflong",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fb9f,Pottery Workshop,Join a hands-on pottery session in Majuli and craft your own earthenware guided by local artisans. This immersive experience connects travelers to the island’s traditional craftsmanship and sustainable way of life.,,,October to March,68f389c75b1a905ca48c898e,"State: Assam, City: Majuli",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fba0,Kamakhya Temple Ropeway,"Ride the scenic ropeway to Kamakhya Temple and enjoy breathtaking aerial views of the Brahmaputra River and Guwahati city. This short yet thrilling journey combines spirituality with adventure, offering a unique way to approach one of Assam’s most sacred temples.",,,Year-round,68f389c75b1a905ca48c898e,"State: Assam, City: Guwahati",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fba1,Brahmaputra River Cruise,"Sail along the majestic Brahmaputra River on a sunset cruise featuring cultural music and stunning city views. The cool breeze, golden skies, and rhythmic performances make it one of Guwahati’s most romantic and serene evening experiences.",,,October to March,68e5e54021c4af9b4a754987,"State: Assam, City: Guwahati",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fba2,Paragliding,Soar above the verdant hills of Haflong in an exhilarating tandem paragliding flight. The sweeping valley views and cool mountain breeze make it a must-try experience for adventure seekers visiting Assam’s only hill station.,,,October to April,68d90c36fc0c58520c6cf20d,"State: Assam, City: Haflong",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fba3,Tea Garden Homestay,"Stay in a charming tea bungalow surrounded by emerald plantations in Dibrugarh. Guests can enjoy plantation walks, local cuisine, and peaceful views that reflect the timeless allure of Assam’s tea country.",,,October to March,68e5e54021c4af9b4a754987,"State: Assam, City: Dibrugarh",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fba4,Tea Estate Tours,"Walk through Jorhat’s sprawling tea estates and learn the art of tea cultivation and tasting. The serene atmosphere, aromatic plantations, and guided sessions reveal Assam’s deep-rooted tea culture and heritage.",,,October to March,68f389c75b1a905ca48c898e,"State: Assam, City: Jorhat",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fba5,Sattriya Dance Performance,"Witness the spiritual grace of Sattriya dance performed by monks in Majuli’s monasteries. The rhythmic storytelling, colorful attire, and devotional music offer a rare glimpse into Assam’s vibrant cultural heritage.",,,October to March,68e5e54021c4af9b4a754987,"State: Assam, City: Majuli",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fba6,Ganga Dolphin Safari,Embark on an eco-friendly river safari on the Ganga to spot the endangered Gangetic dolphins near Bhagalpur. Glide across calm waters while observing these graceful creatures and the vibrant river ecosystem.,,,November to March,68e5e54021c4af9b4a754987,"State: Bihar, City: Bhagalpur",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fba7,Guided Meditation Session,"Experience inner calm at Bodh Gaya, where guided meditation sessions led by monks help travelers reconnect with mindfulness. Surrounded by serene monasteries and the Mahabodhi Temple, it’s a spiritual retreat for peace and self-discovery.",,,October to March,68f1c03170888f8a3ddf2efc,"State: Bihar, City: Bodh Gaya",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fba8,Camping at Rajgir Hills,"Experience the outdoors with an overnight camping stay in the tranquil Rajgir Hills. Enjoy bonfires, starlit skies, and guided nature walks, making it a rejuvenating escape for adventure and peace seekers alike.",,,October to February,68e5e54021c4af9b4a754987,"State: Bihar, City: Rajgir",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fba9,Heritage Rickshaw Tour,"Explore Gaya’s sacred lanes and temples with a guided rickshaw tour. This slow-paced journey offers a close view of daily life, religious landmarks, and the city’s deep spiritual charm rooted in centuries-old traditions.",,,October to March,68e5e54021c4af9b4a754983,"State: Bihar, City: Gaya",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fbaa,Patna Heritage Walking Tour,"Explore Patna’s storied past through a guided heritage walk across colonial-era landmarks, ancient temples, and museums. The tour blends architecture, culture, and history, offering visitors a deeper insight into Bihar’s vibrant capital and its legacy of empires and reformers.",,,October to March,68e5e54021c4af9b4a754987,"State: Bihar, City: Patna",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fbab,International Vipassana Retreats,"Join an immersive Vipassana retreat in Bodh Gaya, where days of silence, meditation, and introspection promote deep awareness. Set in tranquil surroundings, these structured programs offer an authentic path to mental clarity and balance.",,,October to March,68f1c03170888f8a3ddf2efc,"State: Bihar, City: Bodh Gaya",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
68f44ae7e7a0fc520030fbac,Cycling Tours,"Pedal through Rajgir’s sacred hills and heritage sites on a guided cycling tour. Discover monasteries, caves, and rural landscapes while immersing yourself in the calm and spiritual ambiance of this historic town.",,,October to March,68d90c36fc0c58520c6cf20d,"State: Bihar, City: Rajgir",2025-10-19T02:20:23.502Z,2025-10-19T02:20:23.502Z
